siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
AKAP10	1560	1260	929	1503	451	555	504	392
AKAP11	3394	2705	1936	2833	1491	1928	1717	1327
AKAP12	1584	1075	923	1311	688	881	771	515
AKAP13	3568	2940	2145	3213	535	610	598	418
AKAP14	0	1	1	3	1	1	1	1
AKAP17A	2205	1844	1235	1904	2918	3293	2868	1958
AKAP2	5389	4109	2897	4434	1309	1534	1338	788
AKAP3	4	5	5	9	7	5	7	3
AKAP4	0	0	0	0	0	0	0	0
AKAP5	25	31	17	35	24	19	27	18
AKAP6	98	94	74	110	17	24	28	17
AKAP7	300	243	179	306	185	223	193	129
AKAP8	2214	1879	1401	2089	620	721	684	418
AKAP8L	1843	1483	1012	1551	1696	1736	1581	1033
AKAP9	2396	2072	1394	1932	920	801	882	499
AKIP1	956	808	556	920	628	655	602	407
AKIRIN1	2927	2378	1574	2610	1275	1534	1432	1073
AKIRIN2	1289	975	652	1100	126	115	111	60
AKNA	532	488	325	535	72	113	82	49
AKNAD1	38	34	19	32	5	6	8	6
AKR1A1	2792	2487	1727	2718	2704	3137	2720	1582
AKR1B1	8681	7374	4902	7844	9645	11386	9827	5764
AKR1B10	63	65	38	84	93	112	119	90
AKR1B15	1	1	1	2	2	5	4	2
AKR1C1	1684	1439	896	1569	1303	1704	1475	1099
AKR1C2	2907	2669	1543	2697	1841	2105	1962	1305
AKR1C3	1762	1666	1009	1629	1415	1647	1524	1005
AKR1C4	0	1	0	1	2	1	0	0
AKR1C6P	1	0	1	3	1	0	0	1
AKR1C8P	1	0	2	1	2	1	2	5
AKR1D1	4	12	14	14	5	8	12	6
AKR1E2	29	23	19	28	14	22	11	3
AKR7A2	1806	1515	1058	1724	1913	2257	1944	1197
AKR7A2P1	15	14	14	19	86	117	132	78
AKR7A3	11	15	9	6	19	27	15	12
AKR7L	11	13	11	10	19	31	14	12
AKT1	10661	8821	6448	10017	9096	11109	9217	5482
AKT1S1	1977	1771	1121	1797	1286	1587	1384	733
AKT2	4969	4366	2931	4505	4062	4783	4316	2400
AKT3	2988	2480	1807	2723	1271	1510	1264	854
AKTIP	554	490	293	452	242	267	218	196
ALAD	1053	978	662	926	716	812	767	428
ALAS1	1425	1127	846	1287	1257	1457	1201	765
ALAS2	1	3	0	0	2	3	3	0
ALB	1	2	0	0	35	23	18	14
ALCAM	5137	4192	2588	3901	3031	3395	2605	2034
ALDH16A1	2795	2506	1585	2439	2344	2883	2234	1367
ALDH18A1	6816	5483	3793	6249	4895	5970	5288	3218
ALDH1A1	0	0	0	0	1	0	0	0
ALDH1A2	3	3	0	0	2	0	0	0
ALDH1A3	4990	3309	2846	4138	12560	15227	12656	8763
ALDH1B1	3254	2909	2014	3213	1714	2087	1798	952
ALDH1L1	21	17	9	18	14	28	23	14
ALDH1L1-AS1	1	0	0	0	1	5	1	2
ALDH1L1-AS2	3	3	0	1	1	1	1	0
ALDH1L2	2574	2086	1727	2575	1646	2179	1922	1440
ALDH2	2	1	1	1	3	2	4	3
ALDH3A1	1192	1062	606	988	1831	2043	1674	1221
ALDH3A2	7353	6412	4523	7188	4371	5369	4845	2953
ALDH3B1	859	801	526	800	876	993	835	452
ALDH3B2	2	1	4	3	2	2	4	0
ALDH4A1	384	292	219	354	396	431	391	225
ALDH5A1	255	212	159	209	210	281	202	123
ALDH6A1	313	289	215	298	335	356	320	215
ALDH7A1	5322	4413	3090	4899	5237	5985	5287	3113
ALDH8A1	5	5	6	7	85	83	87	65
ALDH9A1	4133	3567	2348	3892	3217	3817	3390	2019
ALDOA	45297	38925	25433	41615	42629	49760	41712	24448
ALDOB	3	2	0	0	6	9	3	9
ALDOC	755	779	409	664	1171	1082	999	688
ALG1	2101	1736	1252	1993	1505	1694	1410	849
ALG10	164	129	99	156	84	96	108	80
ALG10B	339	254	145	265	201	183	178	235
ALG11	794	611	454	648	285	345	260	216
ALG12	956	917	541	889	488	603	510	297
ALG13	1001	792	529	833	837	904	794	683
ALG14	847	805	473	816	670	695	685	395
ALG1L	4	6	6	12	7	7	5	3
ALG1L2	7	2	0	2	2	2	4	0
ALG1L9P	39	38	18	33	14	23	11	10
ALG2	1609	1203	799	1362	710	801	683	486
ALG3	2757	2276	1477	2567	1993	2342	1968	1033
ALG5	1849	1546	1021	1770	1436	1623	1507	885
ALG6	895	703	523	837	556	625	625	500
ALG8	2413	1976	1450	2265	2010	2294	2100	1329
ALG9	1254	1107	747	1217	718	817	704	457
ALK	8	6	5	4	2	5	6	5
ALKBH1	506	389	258	470	88	119	103	59
ALKBH2	1244	1047	733	1203	307	330	249	147
ALKBH3	911	684	496	846	435	560	469	321
ALKBH3-AS1	5	9	6	11	3	7	4	2
ALKBH4	474	438	295	476	42	38	33	25
ALKBH5	3784	3339	2052	3243	1215	1279	1132	602
ALKBH6	300	259	154	258	294	328	268	142
ALKBH7	687	578	310	519	487	529	463	259
ALKBH8	627	530	359	555	103	157	133	91
ALLC	1	1	0	0	0	0	0	0
ALMS1	1670	1355	968	1445	343	466	403	253
ALMS1-IT1	12	13	11	5	3	8	5	3
ALMS1P	0	1	0	0	2	5	3	3
ALOX12	72	52	47	79	158	177	147	85
ALOX12-AS1	29	25	24	20	67	75	68	36
ALOX12B	0	2	0	5	3	11	9	3
ALOX12P2	249	217	137	225	151	180	173	129
ALOX15	0	0	0	1	1	0	1	0
ALOX15B	1122	1132	555	975	692	671	640	448
ALOX15P1	1	0	0	0	0	4	2	0
ALOX5	0	0	0	0	0	1	0	0
ALOX5AP	34	26	22	20	21	18	22	15
ALOXE3	102	75	45	68	47	56	40	43
ALPI	0	1	0	0	0	0	0	0
ALPK1	518	410	340	514	99	131	129	71
ALPK2	4	4	3	9	6	4	2	1
ALPK3	7	9	5	5	15	23	30	26
ALPL	0	2	0	0	0	0	0	0
ALPP	46	34	26	45	69	61	71	57
ALPPL2	1	1	0	2	1	0	0	0
ALS2	1642	1320	1028	1629	680	946	805	537
ALS2CL	3738	2991	2371	3225	5111	5678	5218	3435
ALS2CR11	2	2	0	2	2	4	10	5
ALS2CR12	4	10	6	5	20	33	32	29
ALX1	1	1	1	1	0	0	0	0
ALX3	64	65	49	57	50	75	53	29
ALX4	2	5	0	1	11	9	10	11
ALYREF	4631	4075	2622	4192	2974	3367	3059	1732
AMACR	674	574	403	679	558	622	476	370
AMBN	0	1	0	0	0	0	0	0
AMBP	0	0	0	1	0	1	2	1
AMBRA1	1342	1209	812	1207	263	321	260	207
AMD1	8106	6535	4968	8068	1085	1160	1160	832
AMDHD1	28	18	15	20	45	34	34	29
AMDHD2	655	574	399	564	659	667	614	317
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	920	829	521	811	302	335	347	161
AMER2	2	2	1	0	0	0	0	3
AMER3	0	0	0	0	0	0	0	0
AMFR	2460	1956	1418	2289	1833	2115	1872	1128
AMH	155	101	69	82	446	497	399	276
AMHR2	0	1	0	1	0	1	3	0
AMICA1	0	1	0	0	1	3	1	6
AMIGO1	38	31	26	39	5	6	8	1
AMIGO2	1227	954	648	927	180	175	154	97
AMIGO3	243	207	138	228	129	169	180	95
AMMECR1	1752	1378	1032	1597	999	1175	1109	829
AMMECR1L	2134	1701	1123	1819	509	582	527	379
AMN	3	4	1	1	5	7	3	2
AMN1	164	108	86	146	86	91	102	80
AMOT	0	3	1	2	0	0	1	0
AMOTL1	6083	5080	3636	5730	1301	1552	1479	1115
AMOTL2	2615	1882	1516	2266	226	232	206	175
AMPD1	1	2	0	1	6	7	10	10
AMPD2	2032	1788	1247	1872	1178	1383	1186	677
AMPD3	267	220	138	223	100	110	91	74
AMPH	5	7	4	10	3	0	1	0
AMT	59	43	27	48	87	95	71	46
AMTN	27	36	21	28	16	14	12	20
AMY1A	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	1	0	4	0
AMY2B	72	41	44	64	118	115	137	96
AMZ1	5	8	4	0	3	9	3	3
AMZ2	2376	2012	1371	2287	2150	2507	2200	1370
AMZ2P1	241	184	133	217	144	153	133	83
ANAPC1	4048	3263	2297	3569	1616	2012	1673	1002
ANAPC10	969	918	608	995	440	544	460	326
ANAPC11	2926	2455	1619	2588	3058	3544	3201	1787
ANAPC13	2042	1632	1082	1760	869	970	911	591
ANAPC15	1665	1432	891	1501	1802	2145	1733	952
ANAPC16	3164	2602	1674	2818	3090	3403	3086	2176
ANAPC1P1	3	2	1	1	5	0	2	3
ANAPC2	1495	1288	913	1318	1326	1513	1268	802
ANAPC4	1427	1065	859	1227	920	960	860	537
ANAPC5	7999	6619	4705	7341	6600	7741	6732	3824
ANAPC7	3279	2670	1927	3050	1989	2315	2057	1266
ANG	85	71	35	61	45	34	48	30
ANGEL1	1439	1259	825	1373	966	1238	1090	597
ANGEL2	2728	2279	1636	2511	1801	2124	1905	1601
ANGPT1	52	38	27	41	4	9	6	8
ANGPT2	56	41	24	32	28	17	19	18
ANGPT4	5	5	5	3	8	8	8	7
ANGPTL1	0	4	1	1	0	0	0	0
ANGPTL2	0	1	0	2	1	0	0	0
ANGPTL3	1	1	1	1	1	0	0	0
ANGPTL4	10772	8492	5209	7594	322	310	298	222
ANGPTL5	1	0	0	2	1	0	0	0
ANGPTL6	107	113	70	110	96	90	102	54
ANGPTL7	2	5	3	0	4	4	0	4
ANHX	0	0	0	0	0	0	0	0
ANK1	22	19	22	16	27	31	29	21
ANK2	416	399	226	369	155	148	163	93
ANK3	971	907	635	977	311	416	363	238
ANKAR	62	43	31	56	23	32	31	35
ANKDD1A	86	74	44	88	71	66	55	34
ANKDD1B	3	6	7	4	25	19	22	32
ANKEF1	966	860	663	991	662	813	771	559
ANKFN1	1	2	0	0	0	0	0	0
ANKFY1	4523	3761	2447	3784	2469	2926	2460	1600
ANKH	2188	1863	1278	2121	1352	1625	1355	830
ANKHD1	8448	7256	4895	7882	2076	2777	2375	1723
ANKHD1-EIF4EBP3	8628	7434	5003	8031	2335	3075	2622	1867
ANKIB1	2496	2009	1467	2204	1048	1288	1210	901
ANKK1	14	10	6	15	21	21	24	18
ANKLE1	13	8	3	14	20	23	27	16
ANKLE2	5324	4247	3068	4558	2152	2477	2263	1621
ANKMY1	511	388	249	397	232	269	254	181
ANKMY2	504	411	275	450	86	120	105	60
ANKRA2	462	437	264	461	645	809	781	603
ANKRD1	10	3	4	10	1	0	3	1
ANKRD10	1603	1434	1006	1524	1418	1745	1637	1004
ANKRD11	5652	4768	3362	5009	2346	2892	2683	1730
ANKRD12	1167	955	716	1091	291	258	282	209
ANKRD13A	2112	1710	1232	1901	1316	1462	1361	964
ANKRD13B	697	523	339	583	442	488	447	206
ANKRD13C	1122	962	673	1080	407	510	485	373
ANKRD13D	1151	997	724	1031	350	320	306	207
ANKRD16	417	373	235	384	134	154	148	61
ANKRD17	8233	6699	4738	7665	1811	2181	2055	1577
ANKRD18A	811	611	521	708	493	614	587	526
ANKRD18B	609	486	387	565	195	272	277	215
ANKRD18DP	0	3	0	2	0	0	0	0
ANKRD19P	50	62	38	56	66	86	101	94
ANKRD2	226	194	179	276	193	216	221	128
ANKRD20A1	2	0	0	0	0	0	0	0
ANKRD20A11P	12	14	6	17	20	27	22	19
ANKRD20A12P	3	1	3	1	1	2	0	1
ANKRD20A19P	0	2	0	1	0	0	0	0
ANKRD20A2	0	0	0	1	0	0	0	0
ANKRD20A3	2	0	0	1	0	0	0	0
ANKRD20A4	7	1	3	3	1	1	1	0
ANKRD20A5P	22	28	17	31	24	22	29	22
ANKRD20A8P	2	1	1	1	0	0	5	1
ANKRD20A9P	3	10	1	4	0	0	0	1
ANKRD22	102	110	100	131	43	30	38	24
ANKRD23	92	92	68	95	96	106	123	107
ANKRD24	1	3	2	4	9	4	3	4
ANKRD26	750	620	495	675	150	187	164	150
ANKRD26P1	1	5	0	3	28	25	31	16
ANKRD26P3	0	0	0	0	0	0	0	0
ANKRD27	2671	2152	1493	2364	1048	1367	1144	708
ANKRD28	2941	2483	1760	2873	812	957	880	591
ANKRD29	122	90	61	116	106	120	115	89
ANKRD30A	2	2	1	0	0	0	0	1
ANKRD30B	0	4	0	0	0	0	0	0
ANKRD30BL	0	1	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	1	0
ANKRD30BP3	0	0	0	1	1	0	0	0
ANKRD31	6	14	6	11	1	3	1	2
ANKRD33	0	0	0	0	0	0	0	0
ANKRD33B	317	237	156	229	156	194	165	130
ANKRD34A	142	148	98	147	110	108	115	78
ANKRD34B	1	2	0	1	1	1	1	3
ANKRD34C	0	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0	0
ANKRD35	6	8	6	9	12	12	15	8
ANKRD36	446	345	265	402	203	268	256	178
ANKRD36B	170	134	107	152	66	115	110	73
ANKRD36BP1	444	327	235	318	96	123	116	124
ANKRD36BP2	1	0	1	0	0	0	2	0
ANKRD36C	294	257	169	209	118	194	191	98
ANKRD37	262	237	125	182	80	75	70	43
ANKRD39	600	526	344	553	353	382	322	174
ANKRD40	2967	2368	1641	2690	998	1236	1066	715
ANKRD42	497	470	253	406	278	295	236	207
ANKRD44	173	160	87	140	61	71	74	27
ANKRD44-IT1	1	0	1	0	1	0	1	1
ANKRD45	2	2	0	1	2	8	13	4
ANKRD46	634	525	369	586	486	588	558	438
ANKRD49	510	413	295	474	97	120	119	87
ANKRD50	2253	1827	1344	2071	251	299	340	226
ANKRD52	6548	5236	4000	5982	3663	4315	3686	2068
ANKRD53	0	0	2	0	3	3	1	1
ANKRD54	1095	839	519	884	271	287	221	161
ANKRD55	1	2	1	0	0	0	0	1
ANKRD6	313	234	139	243	140	181	133	104
ANKRD60	0	0	0	0	0	0	0	0
ANKRD61	76	72	44	60	10	14	7	3
ANKRD62	1	3	0	3	2	3	3	0
ANKRD62P1-PARP4P3	5	1	1	0	0	2	4	1
ANKRD63	0	1	0	0	0	0	0	0
ANKRD65	40	45	27	49	58	78	82	53
ANKRD66	0	3	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0	1	0
ANKRD9	318	174	114	175	126	127	86	47
ANKS1A	2195	1934	1346	2067	738	902	766	490
ANKS1B	131	96	85	117	61	75	60	46
ANKS3	598	482	377	593	195	241	269	126
ANKS4B	0	2	0	1	0	0	1	0
ANKS6	1339	1060	834	1309	893	1062	914	542
ANKUB1	0	1	0	0	1	0	3	1
ANKZF1	2059	1781	1186	1846	1150	1253	1230	755
ANLN	14770	11836	9479	14077	3331	4079	3944	2429
ANO1	9	16	3	18	3	6	5	3
ANO1-AS2	0	0	0	0	0	0	0	0
ANO10	968	776	530	817	572	746	564	313
ANO2	0	1	0	0	0	0	1	0
ANO3	0	2	0	1	0	0	0	0
ANO4	8	12	7	13	2	2	6	4
ANO5	0	3	0	0	0	0	0	0
ANO6	2235	1868	1240	2045	1109	1430	1285	901
ANO7	28	17	9	20	18	17	15	9
ANO8	708	556	357	411	589	589	429	192
ANO9	913	817	591	825	1492	1632	1485	916
ANOS1	12	12	8	9	3	9	7	8
ANP32A	7305	6049	4251	6919	4125	4630	4033	2458
ANP32A-IT1	102	77	55	56	27	23	43	24
ANP32AP1	8	9	6	8	4	1	2	2
ANP32B	12757	10542	6884	11701	6437	7198	6194	3039
ANP32C	6	9	6	13	2	6	4	5
ANP32D	0	0	0	0	0	0	0	0
ANP32E	9605	7860	5835	9262	4179	4513	4439	3187
ANPEP	23954	19418	13210	20550	14038	16583	13020	7049
ANTXR1	2268	1955	1255	1943	1579	1953	1790	1090
ANTXR2	984	741	473	766	424	439	427	275
ANTXRL	0	1	0	0	0	0	0	0
ANTXRLP1	0	0	0	0	0	0	0	0
ANXA1	21679	17597	14563	22451	23841	25560	27493	16551
ANXA10	36	22	17	32	29	35	31	31
ANXA11	5229	4388	3099	5042	3677	4385	3556	1912
ANXA13	0	0	0	1	0	1	0	0
ANXA2	79384	64382	43874	72420	81790	92946	83300	48302
ANXA2P1	30	18	15	37	25	46	53	16
ANXA2P2	935	746	548	787	886	1017	848	545
ANXA2P3	46	27	18	36	35	28	39	22
ANXA2R	7	8	4	4	37	39	33	17
ANXA3	5820	4455	2888	4490	4693	5135	3567	2074
ANXA4	3464	2917	2053	3253	4516	5210	4625	3610
ANXA5	15842	12490	8706	14560	14615	18470	17023	10676
ANXA6	235	211	154	236	162	193	198	103
ANXA7	4984	4107	2836	4605	2841	3258	2844	1799
ANXA8	2057	1699	1163	1783	1350	1610	1351	786
ANXA8L1	915	789	518	809	579	691	580	322
ANXA9	125	97	61	109	103	105	82	52
AOAH	0	0	0	0	0	0	0	1
AOAH-IT1	1	0	0	0	0	0	0	0
AOC1	14	17	11	13	7	15	6	6
AOC2	38	32	19	43	140	181	198	182
AOC3	7	5	0	1	106	96	118	74
AOC4P	0	2	0	0	4	1	6	7
AOX1	612	484	440	638	314	410	466	303
AOX2P	1	1	1	1	1	1	1	1
AP1AR	1484	1236	834	1317	666	794	787	682
AP1B1	6039	5193	3681	5600	5472	6475	5493	3150
AP1B1P1	0	0	0	0	0	0	0	1
AP1G1	5127	4140	2482	3854	1824	2184	1704	1184
AP1G2	3391	2888	2079	3194	2730	3172	2862	1677
AP1M1	2352	1935	1188	2077	1489	1834	1399	851
AP1M2	474	403	310	486	437	538	475	253
AP1S1	3577	3276	2102	3445	3347	3785	3379	1899
AP1S2	332	226	182	259	227	303	253	271
AP1S3	3078	2513	1716	2601	1269	1632	1442	1029
AP2A1	4223	3682	2330	3797	3244	3888	3171	1818
AP2A2	2296	2062	1343	2154	1611	1825	1511	835
AP2B1	15986	12924	9314	15293	10665	12940	11459	6984
AP2M1	14657	12711	8294	13499	14699	17384	14553	8322
AP2S1	5052	4591	2892	4833	5357	6499	5589	2948
AP3B1	3992	3229	2334	3778	2121	2524	2260	1396
AP3B2	107	68	65	89	196	222	224	140
AP3D1	7330	6072	4242	6447	4238	4794	4233	2432
AP3M1	3522	2847	2127	3348	2013	2496	2250	1670
AP3M2	1053	938	663	981	795	910	865	460
AP3S1	2594	1847	1344	2138	1943	2171	1975	1725
AP3S2	2882	2447	1725	2875	2156	2487	2321	1435
AP4B1	1106	858	629	1029	303	360	344	234
AP4B1-AS1	417	302	246	365	120	116	126	91
AP4E1	1727	1299	942	1520	895	1051	1001	846
AP4M1	529	483	355	542	188	215	164	131
AP4S1	258	226	136	227	137	160	151	85
AP5B1	2601	1934	1824	2400	320	394	340	221
AP5M1	1773	1407	1020	1590	729	892	880	837
AP5S1	942	865	511	848	185	201	173	107
AP5Z1	934	802	571	779	585	742	693	484
APAF1	1057	900	571	874	575	701	634	587
APBA1	38	15	21	21	6	6	6	6
APBA2	0	1	0	1	0	0	0	0
APBA3	557	507	277	522	463	504	489	304
APBB1	28	15	22	24	14	17	16	10
APBB1IP	1	0	0	2	0	0	0	0
APBB2	4576	3737	2726	4073	2309	2721	2317	1537
APBB3	332	265	185	259	266	307	279	200
APC	2042	1713	1119	1617	594	700	541	360
APC2	111	84	60	78	67	70	66	42
APCDD1	13	5	3	9	3	5	4	3
APCDD1L	22	16	11	18	13	17	12	6
APCDD1L-AS1	7	5	0	2	5	3	4	6
APCS	0	0	0	0	0	0	0	0
APEH	7361	6399	4345	6849	6814	7687	6650	3964
APELA	0	1	0	0	0	0	0	0
APEX1	9260	8137	5515	9097	4757	5281	4722	2775
APEX2	1492	1300	873	1495	702	795	653	459
APH1A	8568	7323	5018	8242	6162	6746	6167	3562
APH1B	328	236	206	306	136	154	165	96
API5	6845	5449	3838	5929	5266	6191	5327	4277
APIP	1009	931	615	1013	809	947	836	574
APITD1	836	657	432	769	655	756	653	397
APITD1-CORT	767	604	394	695	613	706	625	359
APLF	162	128	89	163	104	124	79	69
APLN	6	10	6	6	1	4	4	3
APLNR	1	3	0	0	4	1	2	0
APLP1	49	49	32	42	87	110	101	41
APLP2	27368	21404	13974	22854	26841	31333	26176	16660
APMAP	6332	5188	3519	5840	6144	7054	5996	3789
APOA1	1	2	1	1	29	19	13	4
APOA1-AS	3	1	0	2	8	8	4	0
APOA1BP	4557	3975	2682	4515	4291	5131	4321	2353
APOA2	0	0	1	0	0	0	0	0
APOA4	0	2	0	0	4	2	0	0
APOA5	0	0	0	0	0	1	1	0
APOB	1	5	0	2	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0
APOBEC2	4	6	0	2	2	4	3	2
APOBEC3A	1	0	0	0	0	0	0	0
APOBEC3A_B	17	13	8	18	29	38	40	28
APOBEC3B	161	121	69	126	218	296	264	182
APOBEC3B-AS1	22	32	15	30	48	66	61	43
APOBEC3C	1299	1180	747	1200	1770	2220	1968	1297
APOBEC3D	6	4	2	5	36	69	67	56
APOBEC3F	34	20	13	29	39	41	43	34
APOBEC3G	5	3	2	3	7	6	6	7
APOBEC3H	3	8	2	7	16	25	20	15
APOBEC4	0	1	1	0	1	1	0	0
APOBR	3	5	8	4	6	5	6	2
APOC1	65	62	37	75	82	87	76	42
APOC1P1	0	2	0	1	0	0	0	0
APOC2	0	2	0	0	0	0	1	0
APOC3	0	1	1	1	0	3	1	1
APOC4	0	1	0	0	2	2	0	0
APOC4-APOC2	0	3	0	0	2	2	2	0
APOD	8	4	4	4	3	7	3	5
APOE	34	35	12	24	87	86	75	60
APOF	1	1	1	0	4	1	1	0
APOH	1	0	0	0	0	0	0	0
APOL1	31	41	16	24	22	24	24	15
APOL2	799	713	451	735	374	391	339	268
APOL3	40	57	19	34	23	27	17	11
APOL4	1	0	1	1	1	1	2	1
APOL5	0	0	0	0	13	6	9	5
APOL6	1399	1193	814	1156	372	460	421	383
APOLD1	319	215	172	258	218	242	237	149
APOM	327	306	195	341	291	343	300	169
APOO	608	613	396	626	628	684	569	382
APOOL	1022	899	715	998	886	1000	912	757
APOOP5	1	1	0	0	0	1	0	0
APOPT1	1350	1135	843	1281	1024	1154	1023	613
APP	28491	22844	15599	25401	22596	26118	23381	14781
APPBP2	1002	888	558	986	468	609	472	482
APPL1	3396	2736	1944	2886	1160	1441	1179	862
APPL2	921	732	540	808	711	761	761	488
APRT	6521	5856	3887	6347	7901	9479	8019	4385
APTR	371	310	204	332	112	110	137	80
APTX	2065	1687	1269	2102	1232	1469	1287	836
AQP1	8	9	8	14	13	23	20	4
AQP10	0	1	1	0	1	0	1	0
AQP11	31	28	27	28	23	35	23	24
AQP12A	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0
AQP2	0	0	0	1	0	2	1	1
AQP3	490	468	302	518	515	487	493	317
AQP4	0	3	0	1	0	0	1	0
AQP4-AS1	0	0	0	0	1	0	0	0
AQP5	0	0	0	0	1	0	1	0
AQP6	6	5	2	5	10	6	14	6
AQP7	0	0	0	2	2	0	2	1
AQP7P1	2	2	0	0	1	1	2	3
AQP7P3	0	1	0	0	1	0	1	0
AQP8	0	3	0	0	0	0	0	0
AQP9	2	1	2	2	2	0	0	0
AQR	3261	2873	1995	3104	1496	1811	1555	941
AR	0	5	1	4	1	1	0	0
ARAF	1977	1661	1075	1849	954	1099	926	554
ARAP1	3169	2772	1882	2861	3138	3701	3281	2331
ARAP2	886	682	444	744	136	151	138	113
ARAP3	3925	3354	2327	3511	1877	2211	1812	1009
ARC	1	3	1	1	1	1	0	2
ARCN1	7940	6410	4706	7250	3293	4053	3564	2499
AREG	20642	17038	10928	19007	4830	6247	5403	3604
AREL1	2836	2376	1647	2689	916	1196	985	653
ARF1	31116	26881	18336	29185	21021	24777	21375	12966
ARF3	8551	7293	4530	7471	5830	6715	5964	3415
ARF4	6351	5203	3627	5957	5629	6554	5968	4839
ARF5	4095	3498	2222	3715	4147	4585	4177	2400
ARF6	5830	4621	3226	5073	247	234	193	179
ARFGAP1	3324	2970	2006	2960	3412	3830	3505	2271
ARFGAP2	3036	2539	1796	2986	1909	2150	1773	1259
ARFGAP3	1737	1386	876	1368	810	940	807	592
ARFGEF1	3454	2712	1897	2933	746	923	720	536
ARFGEF2	5013	3989	2849	4339	2247	2992	2657	1972
ARFGEF3	832	703	529	791	422	571	535	346
ARFIP1	1299	1105	813	1269	519	622	559	537
ARFIP2	2802	2404	1616	2657	2018	2340	2002	1175
ARFRP1	2135	1981	1363	1988	1154	1362	1258	759
ARG1	7	2	1	5	2	7	3	1
ARG2	962	771	568	953	901	1023	922	586
ARGFX	1	1	0	1	1	0	2	0
ARGFXP2	9	8	6	9	7	6	7	6
ARGLU1	4535	3666	2509	3936	3934	4310	4025	2685
ARHGAP1	2932	2373	1708	2739	2300	2733	2337	1468
ARHGAP10	1069	893	641	986	236	341	331	199
ARHGAP11A	6158	4915	3727	5627	518	690	648	410
ARHGAP11B	1573	1238	920	1435	261	349	371	181
ARHGAP12	1111	1003	564	838	137	121	124	74
ARHGAP15	2	3	0	0	0	0	0	1
ARHGAP17	1393	1117	758	1249	444	456	409	292
ARHGAP18	1388	1171	900	1391	376	353	350	267
ARHGAP19	1792	1405	989	1504	397	502	456	319
ARHGAP19-SLIT1	572	474	288	476	112	152	150	86
ARHGAP20	2	4	0	2	6	6	11	6
ARHGAP21	3295	2553	1854	2938	602	758	697	519
ARHGAP22	334	310	220	352	141	165	165	107
ARHGAP23	2634	2049	1446	2215	843	958	806	371
ARHGAP24	161	155	101	161	15	17	11	8
ARHGAP25	44	45	30	45	3	1	4	2
ARHGAP26	441	380	307	421	220	259	227	135
ARHGAP26-AS1	1	0	0	0	0	0	0	0
ARHGAP26-IT1	3	1	0	0	0	0	1	0
ARHGAP27	1325	1050	764	1120	514	535	470	286
ARHGAP28	29	12	12	16	6	3	9	1
ARHGAP29	1653	1313	1063	1496	258	287	326	197
ARHGAP30	19	12	14	18	101	100	96	57
ARHGAP31	560	410	330	481	112	119	117	97
ARHGAP31-AS1	10	5	4	9	5	4	6	3
ARHGAP32	2135	1733	1030	1616	322	486	392	282
ARHGAP33	173	147	103	127	124	139	115	77
ARHGAP35	4793	4063	2687	4322	958	1135	910	565
ARHGAP36	0	2	0	0	0	0	1	0
ARHGAP39	1093	927	567	866	283	297	321	167
ARHGAP4	7	6	2	1	8	14	26	9
ARHGAP40	1	1	1	2	1	1	0	2
ARHGAP42	127	147	113	148	44	62	52	47
ARHGAP44	23	22	15	18	8	20	13	10
ARHGAP5	3318	2694	1954	3075	1420	1608	1651	1359
ARHGAP5-AS1	108	95	52	101	46	38	39	25
ARHGAP6	0	1	0	0	0	1	0	4
ARHGAP8	917	760	505	811	749	906	769	460
ARHGAP9	1	0	0	1	2	3	4	3
ARHGDIA	11396	9844	6935	10917	7199	9099	7478	3829
ARHGDIB	1668	1483	1027	1668	1319	1688	1588	827
ARHGDIG	0	0	0	0	0	1	0	0
ARHGEF1	4611	3926	2715	4022	3192	3698	3145	1939
ARHGEF10	2482	1973	1418	2159	1257	1548	1376	802
ARHGEF10L	302	273	174	277	117	177	140	92
ARHGEF11	3543	2931	2143	3196	1732	2038	1754	1208
ARHGEF12	5986	4922	3360	5223	2965	3682	3273	2100
ARHGEF15	1	0	0	1	0	0	1	0
ARHGEF16	1922	1751	1014	1547	991	1156	819	441
ARHGEF17	1153	920	626	947	599	664	588	308
ARHGEF18	1679	1426	1048	1532	914	1053	911	599
ARHGEF19	63	56	39	60	39	45	35	29
ARHGEF2	5478	4648	3463	5075	1752	2070	1787	1264
ARHGEF25	42	31	17	31	29	28	22	5
ARHGEF26	179	183	113	189	19	16	15	8
ARHGEF26-AS1	2	2	1	1	0	3	2	0
ARHGEF28	714	683	468	682	138	128	144	72
ARHGEF3	1022	831	625	965	104	102	99	73
