0	S0008_IN	S0008_RIP	S0009_IN	S0009_RIP	S0014_IN	S0014_RIP	S0017_IN	S0017_RIP	S0025_IN	S0025_RIP	S0026_IN	S0026_RIP	S0030_IN	S0030_RIP	S0042_IN	S0042_RIP	S0057_IN	S0057_RIP	S0085_IN	S0085_RIP	COV00075_IN	COV00075_RIP	COV00079_IN	COV00079_RIP	COV00084_IN	COV00084_RIP	COV00087_IN	COV00087_RIP	COV00093_IN	COV00093_RIP	COV00106_IN	COV00106_RIP	COV00397_IN	COV00397_RIP	COV00413_IN	COV00413_RIP	COV00417_IN	COV00417_RIP	COV00419_IN	COV00419_RIP	COV00422_IN	COV00422_RIP	COV00432_IN	COV00432_RIP
win.253	1113	371	89	358	3952	191	1644	189	91	757	346	966	201	467	224	1507	241	101	2403	5039	1280	2055	4	76	669	2046	27	37	1737	1578	3055	828	1609	1896	6532	1583	46	413	1201	547	209	1696	5889	2041
win.254	1193	371	98	358	4576	195	1644	189	87	757	409	1307	209	490	224	1591	241	101	2981	7824	1537	2244	3	77	702	2049	28	41	2028	1696	3406	936	1742	1932	6360	1597	44	413	1240	549	214	1695	6273	2083
win.255	1196	371	115	358	4918	195	1644	189	92	757	440	1440	213	878	224	1593	241	101	3370	8960	1634	2362	4	77	723	2049	25	40	2097	1753	3501	980	1726	1961	6381	1596	44	423	1237	549	225	1715	6426	2068
win.256	1066	371	111	358	3536	195	1637	189	91	757	299	905	188	855	224	1602	241	101	2256	5479	1248	1963	4	78	637	2052	25	36	1576	1532	2714	787	1470	1915	5139	1591	45	423	1029	533	198	1659	5240	1929
win.257	1084	371	103	358	3341	543	1645	189	93	757	283	729	196	444	224	1602	241	101	2000	5612	1131	1865	3	78	610	2052	28	36	1466	1464	2407	739	1417	1884	5530	1599	47	424	1044	535	182	1658	4912	1997
win.258	1179	371	106	358	3827	543	1645	189	88	757	315	1525	208	444	224	1603	241	101	2452	6766	1084	1888	4	78	629	2060	27	35	1523	1461	2514	739	1606	1899	7280	1623	48	424	1197	546	179	1635	5712	1990
win.259	1142	371	120	360	5020	545	1654	189	94	757	430	1636	225	444	224	1603	241	101	3215	12874	1207	2301	4	78	676	2079	26	36	1897	1565	3109	804	1767	1947	8398	1622	54	426	1363	548	214	1707	6962	1899
win.260	1381	371	158	1008	6865	194	1664	189	95	758	628	2278	254	444	229	1603	242	101	4487	17894	1417	2632	5	78	729	2086	28	36	2329	1601	3917	890	2202	1987	12495	1657	61	426	1808	560	234	1764	9250	1910
win.261	1416	371	150	1008	6414	195	1655	189	96	762	581	1748	243	446	229	1603	242	101	4149	20335	1332	2626	4	78	691	2112	28	36	2119	1574	3615	954	1920	1946	9645	1628	56	424	1523	548	231	1764	7617	1903
win.262	1350	371	153	1007	6119	547	1665	189	94	762	553	1705	240	446	229	1603	243	101	3926	15225	1374	2644	4	78	718	2112	29	38	2218	1657	3736	944	1903	1977	9902	1648	54	424	1559	547	233	1740	7682	1937
win.263	1385	371	152	1018	6862	543	1652	189	92	761	597	1851	240	443	229	1603	243	101	4430	23210	1362	2872	3	78	692	2120	26	38	2059	1670	3526	933	1599	1970	6632	1627	49	423	1277	548	224	1777	6119	1930
win.264	1320	371	132	1017	6135	191	1649	189	91	761	503	1569	226	444	229	1603	243	101	3818	20575	1303	2662	3	78	672	2206	27	39	1880	1594	3180	883	1527	1969	6116	1627	48	423	1197	548	214	1806	5734	1948
win.265	1260	372	107	1017	4960	200	1646	189	86	761	396	1509	215	444	229	1600	244	101	3072	18597	1188	2549	5	78	638	2190	27	39	1614	1516	2872	823	1483	1914	5577	1608	48	423	1123	550	200	1793	5430	1923
win.266	983	372	72	359	2252	202	1641	189	81	761	150	422	170	445	225	1600	243	101	1102	3826	1069	2175	5	78	610	2096	26	37	1367	1474	2570	757	1411	1896	4918	1604	46	423	1047	551	197	1742	5108	1928
win.267	1002	372	75	359	2276	204	1645	189	80	761	153	427	167	441	225	1600	243	101	1090	3832	1070	2134	4	78	613	2207	23	37	1360	1474	2525	762	1420	1929	4623	1607	46	423	1016	553	206	1720	5143	1897
win.268	1017	372	73	358	2173	206	1655	189	80	761	153	425	163	440	225	1600	242	101	1099	2746	1054	1942	4	78	596	2207	22	37	1383	1481	2495	778	1416	1917	4604	1611	46	423	1019	539	202	1721	4996	1899
win.269	1026	372	80	358	2392	208	1657	189	80	761	166	425	162	440	230	1600	244	101	1211	2759	1083	1861	6	78	592	2191	22	37	1410	1448	2470	764	1433	1899	4483	1606	46	423	995	537	194	1684	5083	1899
win.270	1058	373	83	1265	2797	208	1682	189	80	761	201	419	170	443	234	1602	248	101	1378	2754	1162	1890	7	78	613	2128	23	38	1503	1447	2642	766	1455	1932	4676	1616	45	427	1031	537	208	1687	5239	1910
win.271	1045	373	99	1265	3522	209	1692	189	84	761	254	402	181	446	234	1602	248	101	1728	2744	1158	1829	5	78	608	2135	28	38	1463	1434	2531	742	1465	1932	4575	1614	46	427	1007	537	208	1655	5154	1914
win.272	1062	370	108	1266	3980	210	1697	189	86	761	294	391	198	444	234	1602	248	101	2054	2754	1215	1757	5	78	629	2138	29	39	1542	1462	2704	744	1496	1930	4809	1625	46	427	1036	548	215	1667	5351	1925
win.273	1033	370	115	1266	3915	209	1693	189	83	761	323	389	197	442	234	1604	248	101	2162	2756	1243	1733	3	78	641	2147	31	38	1619	1455	2832	744	1525	1915	5016	1627	46	429	1067	548	204	1669	5430	1932
win.274	1188	371	132	1264	5635	210	1687	189	88	761	450	387	226	444	236	1604	248	101	3092	2760	1456	1737	3	78	692	2147	33	38	1948	1477	3376	745	1622	1916	5732	1636	45	429	1206	548	229	1672	6137	1932
win.275	1248	371	127	1265	5359	210	1684	189	88	761	439	389	226	444	236	1604	248	102	2913	2758	1423	1724	4	77	682	2147	32	37	1921	1474	3302	747	1670	1916	6496	1646	46	429	1259	549	222	1674	6086	1934
win.276	1277	371	119	1266	4898	211	1700	194	89	761	417	390	221	445	239	1664	248	102	2702	2760	1461	1755	5	79	712	2159	35	38	1880	1489	3305	750	1763	1977	7354	1684	48	431	1330	586	230	1705	6427	1955
win.277	1320	370	127	1266	5059	219	1705	194	85	762	467	1082	238	448	237	1662	248	101	2884	2769	1387	1753	4	79	710	2165	35	38	1835	1486	3167	774	1882	2002	8548	1692	52	431	1375	601	223	1735	6877	1955
win.278	1350	370	144	1277	5409	220	1707	194	87	762	488	2309	241	454	237	1662	248	101	3152	4614	1472	1849	4	79	734	2172	35	38	1926	1531	3364	777	1945	2011	8607	1713	52	431	1387	602	233	1749	7234	1982
win.279	1197	370	129	1277	4101	210	1705	194	88	762	375	2306	222	453	237	1611	248	101	2429	5929	1396	1891	3	79	709	2174	29	37	1844	1536	3125	797	1955	2016	9609	1716	52	431	1456	601	224	1750	7636	1984
win.280	1273	1945	146	1276	4826	210	1708	194	89	762	455	1753	222	453	237	1613	248	101	2874	6525	1467	1953	4	79	717	2194	32	37	2011	1513	3318	798	2000	2033	10321	1722	51	431	1527	632	237	1773	7600	2017
win.281	1378	1945	145	1274	5495	209	1711	194	89	762	506	1443	235	454	240	1613	248	101	3334	5048	1540	2036	4	81	749	2205	34	38	2192	1518	3634	777	2129	2051	12471	1745	49	433	1788	641	262	1777	8200	2033
win.282	1298	370	122	1274	4743	219	1708	194	88	762	425	1445	221	455	240	1614	248	101	2805	4024	1337	1979	3	80	720	2187	28	38	1920	1535	3275	777	2190	2055	10710	1751	47	433	1635	619	242	1778	8025	2082
win.283	1423	1956	162	1274	5760	219	1712	194	91	762	533	2335	244	455	243	1614	248	102	3652	7234	1541	2023	3	80	789	2212	34	38	2218	1590	3857	796	2523	2073	13003	1763	47	433	1922	597	270	1757	9624	2064
win.284	1361	1956	165	1274	5356	222	1732	194	91	762	477	1641	234	456	268	1614	248	102	3327	8237	1505	2068	3	82	775	2223	35	38	2307	1606	3847	804	2733	2084	13055	1759	47	435	1914	597	269	1772	10693	2192
win.285	1336	1956	162	1274	5365	223	1728	194	89	762	473	1638	234	456	268	1615	248	102	3306	8093	1480	2068	3	82	752	2229	35	38	2201	1577	3730	783	2380	2071	11844	1765	47	435	1767	597	271	1772	9227	2143
win.286	1157	371	115	1274	3574	220	1729	194	86	761	313	389	211	457	265	1615	248	101	2011	3962	1261	1932	3	82	669	2247	29	37	1807	1548	3045	783	2028	2054	8611	1752	46	435	1412	584	234	1771	7797	2176
win.287	1082	371	106	1274	3120	223	1730	194	85	761	267	394	205	458	265	1614	248	101	1659	2771	1111	1861	6	82	624	2249	26	37	1460	1534	2469	783	1597	2053	5663	1742	47	435	1124	577	202	1750	5848	2172
win.288	1097	371	115	1274	3771	225	1736	194	83	761	322	390	228	458	265	1614	248	101	1973	3470	1246	1958	6	82	641	2253	30	37	1639	1563	2814	784	1586	2074	5717	1737	46	435	1192	576	229	1751	5895	2173
win.289	1145	371	124	1273	4512	221	1733	194	84	761	383	387	246	458	266	1618	248	100	2386	3470	1350	1972	6	82	683	2257	31	37	1813	1576	3135	891	1681	2090	6091	1753	48	437	1287	581	243	1749	6443	2261
win.290	1168	371	109	1272	3700	222	1730	194	84	761	313	387	230	458	266	1620	249	100	2110	3475	1223	1916	3	82	669	2257	30	37	1634	1551	2869	897	1590	2078	5240	1753	48	442	1109	580	213	1752	5928	2226
win.291	1220	371	143	1274	4713	223	1733	194	90	761	413	384	252	459	266	1620	249	100	2610	3487	1323	1968	5	82	712	2248	28	37	1856	1594	3226	921	1651	2083	5351	1770	48	442	1193	585	240	1520	6251	2253
win.292	1163	376	129	1274	4324	224	1737	194	87	763	370	384	237	515	266	1622	251	100	2369	3489	1340	1955	5	82	685	2253	28	37	1817	1592	3165	906	1597	2069	4882	1760	47	442	1128	584	232	1526	5923	2172
win.293	1206	376	133	1273	4256	223	1737	194	89	763	372	390	233	519	274	1622	250	100	2358	3499	1386	1988	6	89	692	2253	29	37	1808	1614	3134	936	1640	2089	5128	1780	47	442	1127	584	224	1537	5839	2173
win.294	1183	379	88	1273	2852	223	1735	194	84	763	234	392	197	924	276	1622	250	100	1593	2798	1177	1911	4	89	626	2261	25	37	1502	1562	2548	923	1513	2067	4584	1768	46	442	973	588	185	1541	5139	2095
win.295	1192	379	85	1273	2766	226	1735	194	85	765	216	392	196	925	276	1622	249	100	1508	2799	1130	1897	4	89	644	2263	25	37	1523	1532	2526	827	1503	2070	4564	1766	46	442	929	588	185	1543	5025	2096
win.296	1153	379	83	1273	2855	225	1736	194	83	771	206	391	198	518	276	1622	250	100	1510	2807	1139	1888	3	91	647	2266	26	37	1518	1547	2534	827	1513	2068	5040	1761	46	442	965	588	188	1543	5077	2096
win.297	1200	379	82	1273	3184	225	1735	194	83	771	258	385	208	521	276	1624	250	100	1809	2813	1194	1933	4	94	652	2267	27	37	1631	1565	2616	862	1569	2073	5698	1761	46	442	1047	588	199	1559	5267	2102
win.298	1262	379	103	1273	3573	225	1740	194	81	781	308	387	209	925	276	1624	250	100	2088	2823	1286	1978	5	94	667	2269	28	38	1884	1571	2947	862	1657	2083	6222	1762	46	444	1134	588	223	1559	5619	2104
win.299	1281	379	104	1273	3707	226	1739	194	81	781	337	386	217	927	276	1624	257	100	2242	3340	1279	2008	5	94	672	2273	28	38	1908	1585	3043	834	1676	2100	6275	1773	46	446	1185	588	225	1573	5677	2113
win.300	1264	379	98	1273	3671	224	1739	194	80	783	334	384	225	928	280	1626	257	100	2229	3527	1280	2031	4	94	673	2277	28	39	1877	1594	3094	834	1700	2119	6678	1776	45	446	1244	588	221	1574	5826	2126
win.301	1264	379	100	1273	4400	223	1739	194	101	783	424	504	248	522	280	1626	257	100	2761	4019	1309	2194	3	94	664	2277	30	38	1874	1664	3080	834	1679	2140	6588	1781	45	446	1245	588	229	1594	5875	2134
win.302	1210	379	87	1274	3970	223	1741	194	102	783	374	510	229	524	280	1626	257	100	2407	4025	1268	2277	3	94	655	2283	28	38	1761	1778	2939	879	1611	2144	5469	1790	45	454	1129	588	220	1752	5458	2142
win.303	1183	387	87	1279	3585	228	1772	194	105	797	305	517	228	527	285	1662	259	101	2080	4325	1271	2397	3	94	725	2495	28	41	1711	1970	2868	930	1654	2283	4820	1876	45	479	1083	627	222	1902	5498	2340
win.304	1111	387	73	1280	2968	228	1775	194	99	797	226	518	215	526	286	1664	260	102	1601	4074	1239	2469	3	94	723	2523	28	41	1615	1966	2711	945	1627	2360	4706	1901	45	481	1065	627	225	1930	5388	2409
win.305	1168	387	84	1277	3114	226	1775	194	105	797	229	517	220	526	286	1664	260	102	1687	4903	1231	2454	3	96	739	2527	32	41	1602	1932	2738	899	1629	2369	5075	1905	45	482	1111	627	232	1875	5504	2402
win.306	1209	388	89	1277	3144	222	1782	194	105	797	261	519	230	527	286	1665	260	102	1746	4605	1221	2339	4	96	745	2527	33	41	1622	1917	2771	901	1666	2294	5315	1951	45	482	1162	629	237	1810	5506	2406
win.307	1243	388	100	1277	3411	228	1790	194	105	797	284	411	240	527	286	1665	260	101	1970	4515	1315	2296	4	96	752	2592	31	41	1741	1880	2888	888	1748	2331	6031	1949	45	482	1270	633	239	1961	5776	2399
win.308	1234	388	92	1277	3626	229	1792	194	109	797	308	407	239	531	286	1665	260	101	2063	5531	1353	2300	5	96	760	2600	32	44	1798	1876	3025	906	1755	2361	6324	1952	45	482	1343	641	250	1928	5939	2403
win.309	1244	388	96	1277	3757	226	1792	194	112	799	294	397	232	574	286	1665	260	101	2066	5224	1347	2297	5	96	747	2604	33	44	1758	1853	2956	908	1742	2359	6423	1950	45	484	1340	643	248	1930	5838	2358
win.310	1136	388	95	1277	3313	224	1787	194	107	799	292	400	232	577	286	1665	260	101	1913	3582	1193	2165	7	96	716	2608	32	44	1519	1789	2690	910	1613	2272	5649	1947	45	483	1182	651	216	1769	5415	2358
win.311	1133	388	94	1277	3230	232	1788	194	106	799	288	401	227	577	286	1665	260	101	1822	4234	1279	2255	7	96	723	2614	32	45	1669	1823	2825	1050	1691	2287	5901	1951	45	483	1220	643	224	1762	5672	2358
win.312	1140	388	94	1277	3192	232	1790	194	104	799	290	438	225	531	287	1665	260	101	1797	4317	1296	2363	7	96	741	2616	30	45	1704	1823	2847	1053	1687	2288	5686	1950	46	484	1238	643	222	1764	5813	2362
win.313	1118	388	75	1277	2605	237	1788	194	101	799	203	532	206	698	288	1665	260	101	1309	4161	1298	2546	4	90	733	2620	30	45	1642	1950	2760	1038	1672	2338	5315	1949	46	489	1162	635	221	1850	5684	2362
win.314	1147	388	71	1276	2453	239	1787	194	103	803	188	522	204	697	288	1700	260	101	1331	3956	1268	2812	3	90	784	2771	29	44	1767	2450	2857	1162	1789	2566	4856	2041	47	499	1104	659	241	2133	5750	2519
win.315	1187	388	81	1276	2813	343	1795	194	106	803	226	894	216	823	288	1700	262	101	1545	6658	1253	2951	4	90	785	2794	29	44	1763	2486	2846	1161	1812	2577	4866	2054	47	499	1113	666	242	2271	5751	2683
win.316	1255	388	92	1276	3099	457	1803	194	108	803	247	1081	220	880	292	1705	262	101	1765	9121	1344	3242	6	90	795	2799	32	46	1937	2512	3062	1294	1909	2571	5198	2057	47	503	1210	675	264	2264	6074	2710
win.317	1234	388	94	1276	3261	350	1804	194	109	803	264	1391	226	1117	292	1673	263	101	1809	9220	1357	3547	6	90	802	2823	30	47	1896	2760	3065	1328	1889	2608	5646	2074	47	506	1198	691	270	2474	6056	2729
win.318	1256	389	98	1277	3436	351	1804	194	107	803	276	1166	230	985	292	1673	263	101	1887	7959	1392	3406	5	91	811	2806	31	50	1976	2709	3147	1405	1952	2633	6265	2075	48	506	1280	688	279	2451	6197	2661
win.319	1206	389	89	1277	3341	236	1804	194	103	803	265	1068	217	841	297	1673	263	101	1629	6381	1259	2994	4	91	786	2814	28	47	1750	2666	2782	1170	1819	2614	6411	2082	47	506	1169	689	269	2314	5786	2728
win.320	1193	388	96	1276	3361	236	1809	194	98	803	267	640	220	533	297	1680	265	101	1722	4377	1295	2705	4	91	786	2791	30	47	1835	2534	2912	1174	1902	2597	7194	2082	48	506	1280	695	275	2119	5910	2723
win.321	1233	388	91	1276	3126	239	1834	194	99	812	244	640	218	532	304	1681	271	101	1585	3546	1222	2661	4	90	797	2826	28	45	1714	2498	2797	1122	1858	2639	6626	2168	47	512	1223	706	261	2138	5797	2642
win.322	1288	388	90	1278	3553	240	1834	194	102	812	279	398	227	530	304	1681	271	101	1883	4345	1299	2661	5	91	805	2832	30	46	1786	2431	2884	1122	1947	2641	7133	2175	47	514	1266	715	264	2097	5967	2559
win.323	1256	388	81	1278	3281	235	1835	194	102	813	254	402	220	532	304	1678	271	101	1768	6212	1306	2587	7	91	828	2938	30	46	1809	2358	2816	1117	1869	2638	6288	2167	46	511	1187	694	266	2022	5953	2563
win.324	1219	389	84	1278	3304	234	1834	194	100	813	257	403	226	702	304	1678	271	101	1856	6074	1321	2548	6	91	818	2938	30	45	1810	2388	2827	1117	1857	2633	5948	2167	46	511	1174	694	278	2022	5953	2563
win.325	1175	389	83	1278	2870	236	1837	194	100	812	218	401	213	702	304	1682	271	101	1539	5038	1239	2443	5	90	803	2938	27	46	1648	2329	2665	1118	1768	2632	4990	2166	46	511	1104	679	269	2029	5604	2569
win.326	1189	389	89	1278	3043	236	1839	194	105	812	241	398	212	697	304	1808	271	101	1648	5460	1262	2429	5	90	808	2940	29	49	1709	2344	2690	1118	1794	2642	5239	2172	47	511	1146	679	274	2030	5685	2572
win.327	1237	389	91	1278	3476	237	1840	194	105	812	313	400	218	699	304	1808	275	105	1959	5365	1374	2419	6	90	826	2940	30	47	1891	2362	2944	1132	1862	2642	5623	2175	50	512	1223	679	289	2031	6114	2575
win.328	1171	389	88	1278	3386	236	1853	194	106	812	313	404	223	698	304	1809	275	105	1916	5340	1386	2416	6	90	835	2944	32	44	1915	2359	3044	1132	1875	2647	5727	2172	50	508	1223	683	285	2034	6272	2574
win.329	1160	389	88	1278	3533	248	1858	194	107	812	312	412	226	699	304	1812	276	105	2051	3297	1286	2350	5	90	804	2846	29	44	1749	2318	2929	1057	1813	2642	5500	2171	49	508	1141	683	265	2035	5967	2574
win.330	1151	389	88	1278	3303	256	1857	194	107	812	291	412	219	696	304	1811	277	106	1764	3300	1277	2355	4	90	825	2848	31	44	1788	2285	3036	1057	1831	2653	5651	2172	49	508	1156	685	265	2034	6017	2573
win.331	1188	389	87	1278	3452	247	1858	194	106	814	315	406	226	700	305	1819	276	106	1948	2931	1295	2354	4	90	834	2852	30	44	1893	2283	3082	1058	1858	2657	5519	2183	49	510	1167	687	270	2047	6121	2584
win.332	1190	390	90	1278	3415	248	1863	194	104	814	324	404	225	702	305	1879	276	105	1896	3305	1307	2355	4	91	826	2857	27	44	1850	2282	3044	1058	1866	2664	5752	2193	49	510	1176	687	279	2051	6136	2590
win.333	1170	391	85	1277	3319	251	1861	194	103	816	284	404	222	703	307	1884	274	105	1768	3315	1304	2404	5	91	819	2857	28	44	1810	2279	2978	1062	1879	2651	5881	2200	48	510	1205	685	281	2052	6016	2592
win.334	1198	391	91	1290	3317	251	1854	194	104	816	299	407	226	703	307	1884	275	105	1888	3323	1346	2440	5	91	840	2892	30	44	1896	2278	3102	1066	1943	2652	6244	2207	48	510	1240	691	277	2057	6141	2594
win.335	1172	391	91	1290	3068	250	1860	194	102	816	255	409	223	703	307	1884	277	105	1746	5766	1261	2576	6	91	809	2902	27	44	1751	2271	2844	1069	1874	2673	5669	2209	48	510	1120	699	264	2103	5809	2601
win.336	1181	391	90	1290	2904	250	1864	194	103	816	235	411	223	705	307	1885	278	105	1593	5924	1236	2766	5	91	795	2908	28	44	1701	2279	2756	1084	1838	2682	5319	2225	47	510	1085	699	263	2138	5691	2609
win.337	1160	391	89	1285	2925	247	1866	194	98	816	249	428	222	704	307	1885	278	105	1570	6567	1194	2895	5	91	782	2908	27	44	1619	2333	2695	1145	1787	2715	5031	2253	47	510	1049	699	257	2193	5507	2803
win.338	1194	391	89	1285	3193	248	1868	194	99	816	286	671	222	704	308	1921	277	105	1731	4255	1237	3232	4	91	800	2968	27	44	1743	2440	2815	1269	1825	2753	4930	2277	47	510	1054	702	268	2321	5617	2870
win.339	1228	391	104	1285	3459	248	1868	194	103	816	317	961	227	718	308	1960	279	105	1980	8007	1299	3636	4	93	793	2969	28	47	1851	2554	2879	1335	1860	2819	4930	2287	47	511	1097	703	271	2495	5828	2884
win.340	1289	391	109	1285	3324	248	1886	194	104	816	292	1957	227	731	308	1962	277	105	1976	11436	1304	3778	5	93	803	2959	31	47	1817	2681	2813	1319	1816	2857	4934	2272	47	511	1053	697	268	2652	5765	2910
win.341	1384	391	118	1285	4083	248	1893	194	102	820	360	2336	238	719	316	1929	279	108	2636	12901	1398	3756	5	93	824	2976	33	44	1987	2676	3020	1358	1843	2865	5098	2288	48	513	1055	703	277	2787	6085	2944
win.342	1400	391	120	1285	4858	247	1894	194	106	820	406	1831	243	707	314	1934	278	108	2902	9752	1571	3646	5	92	857	2978	33	45	2221	2667	3378	1393	1903	2828	5474	2291	50	514	1099	710	292	2676	6565	2874
win.343	1328	391	119	1285	4602	247	1901	194	105	820	413	1050	238	706	314	1934	278	108	2686	5881	1576	3177	5	92	847	2966	35	46	2229	2499	3512	1216	1962	2729	6381	2269	50	514	1246	695	292	2334	6787	2813
win.344	1532	391	142	1285	5625	248	1901	194	114	820	488	1507	252	706	314	1934	276	108	3338	10165	1699	3502	6	90	910	2968	37	47	2422	2585	4024	1262	2086	2796	7899	2278	51	514	1434	700	307	2369	7475	2813
win.345	1478	391	142	1285	5657	249	1897	194	115	820	525	1753	268	704	314	1934	278	108	3504	8777	1872	3968	6	90	993	2984	36	48	2791	2754	4548	1286	2200	2842	7558	2281	54	513	1468	695	330	2464	8144	2874
win.346	1488	391	132	1285	5482	249	1896	194	113	820	517	1751	262	705	314	1967	278	108	3387	8780	1815	3912	6	90	971	2984	38	47	2708	2662	4298	1301	2167	2864	7032	2278	52	513	1400	695	318	2424	7868	2846
win.347	1194	391	95	1286	3663	248	1883	194	107	820	348	823	227	708	314	1999	279	108	2144	4247	1645	3694	5	90	900	2992	37	44	2403	2656	3852	1282	2002	2849	5134	2271	48	514	1190	703	290	2359	6950	2913
win.348	1215	391	76	1287	2842	248	1878	194	105	820	234	411	218	711	314	1966	277	108	1611	3790	1454	3294	5	90	864	2996	39	43	2065	2517	3431	1212	1897	2805	5032	2278	46	514	1158	703	266	2270	6452	2926
win.349	1313	391	81	1288	3164	249	1883	194	106	822	227	412	228	966	314	1966	277	107	1631	4081	1530	3346	4	90	879	2999	38	43	2219	2581	3589	1220	2016	2794	6739	2290	46	520	1290	711	286	2265	7081	3004
win.350	1408	391	84	1287	3450	248	1883	194	106	822	245	403	230	963	314	1966	278	106	1773	4509	1298	2768	5	90	832	2983	31	43	1862	2416	2961	1111	2045	2755	7795	2292	47	520	1303	712	264	2178	6753	2916
win.351	1298	391	81	1285	3294	248	1885	194	102	823	256	407	224	967	314	1972	278	106	1744	3760	1276	2603	5	90	847	2983	35	42	1850	2354	2952	1111	2144	2759	8528	2294	48	520	1387	724	269	2147	6923	2917
win.352	1398	391	97	1285	3822	252	1885	194	108	823	333	412	235	968	314	1972	277	106	2106	4316	1312	2624	4	90	867	2985	34	44	1900	2346	2998	1129	2279	2747	8705	2305	49	520	1401	723	261	2107	6870	2839
win.353	1385	391	108	1285	4056	254	1891	194	108	853	360	587	249	756	317	1976	280	107	2270	3708	1355	2628	4	90	862	2987	33	44	1939	2362	3084	1131	2355	2739	9438	2309	47	520	1481	712	268	2108	6985	2872
win.354	1392	391	106	1285	4118	250	1942	449	111	861	340	587	241	755	317	1989	292	107	2262	4288	1363	2615	5	90	863	2993	32	48	1895	2401	2946	1169	2366	2823	9292	2366	49	528	1430	752	265	2160	6534	2870
win.355	1381	391	98	1285	3712	250	1942	449	104	836	328	590	247	757	314	1987	292	107	2135	3650	1352	2487	5	91	862	2999	32	46	1819	2399	2850	1170	2234	2823	8236	2358	48	528	1353	752	269	2160	5880	2870
win.356	1334	391	103	1285	3984	249	1942	450	105	836	354	591	252	757	314	1988	292	106	2395	3627	1401	2548	5	91	885	3040	32	46	1897	2439	2930	1180	2222	2824	8316	2370	49	530	1326	757	277	2184	5960	2877
win.357	1240	391	100	1285	3688	248	1942	450	103	836	331	503	234	758	314	1988	299	106	2197	3583	1361	2532	4	91	867	3040	32	46	1819	2447	2862	1141	2002	2805	6722	2364	46	530	1201	748	275	2238	5869	2877
win.358	1177	391	96	1285	3489	248	1942	450	110	836	280	417	221	759	314	1988	298	105	2028	4448	1324	2525	4	91	841	3045	32	46	1771	2467	2780	1148	1925	2805	5847	2363	47	530	1127	753	273	2281	5736	2877
win.359	1224	391	101	1285	3561	249	1944	450	109	836	297	415	219	970	314	1988	302	105	2076	4450	1350	2593	4	91	857	3045	32	47	1841	2490	2884	1168	1849	2834	4815	2359	47	530	1086	750	270	2225	5736	2882
win.360	1258	391	114	1283	4253	298	1946	450	110	836	377	564	234	988	314	1989	302	105	2515	5679	1460	2853	5	92	884	3047	33	50	2028	2585	3108	1183	1918	2858	4965	2378	47	532	1122	750	291	2307	6068	2926
win.361	1263	391	118	1283	4721	453	1950	450	110	842	452	726	250	1004	316	1991	302	102	2903	8162	1509	3123	5	92	915	3047	36	49	2119	2666	3384	1185	1916	2869	5053	2381	46	532	1188	749	292	2281	6257	2926
win.362	1274	391	118	1628	4620	407	1950	450	110	848	425	1031	244	1142	316	1993	298	102	2787	9125	1429	3151	4	92	888	3048	36	50	2052	2687	3233	1232	1899	2880	4879	2362	45	532	1155	756	281	2271	6168	3037
win.363	1345	391	131	1635	5065	454	1948	450	106	848	438	1677	253	1619	316	1993	302	102	2927	12392	1487	3496	5	92	915	3093	38	50	2117	2811	3422	1289	1931	2913	5091	2409	45	532	1195	756	289	2371	6356	3089
win.364	1426	391	120	1635	5100	454	1977	450	108	852	411	2137	255	1772	316	1993	306	102	2807	12838	1470	3506	6	92	913	3097	34	50	2055	2857	3256	1303	1910	2922	5195	2417	45	536	1181	761	291	2375	6316	3147
win.365	1419	392	111	1283	5238	455	1982	450	110	873	432	2212	256	1517	316	1997	302	102	2813	11946	1484	3464	6	92	912	3107	33	50	2067	2781	3301	1292	1912	2895	5432	2420	45	538	1202	759	297	2414	6412	3101
win.366	1310	392	91	1283	3663	409	1979	450	107	873	300	1233	238	849	316	1997	298	102	2024	5934	1372	3059	4	91	850	3072	32	47	1879	2666	2882	1268	1869	2846	5893	2391	45	538	1155	775	286	2336	6025	3053
win.367	1396	390	102	1283	4470	252	1980	450	108	872	325	1986	241	1693	316	1997	298	102	2523	8959	1370	2838	4	93	864	3072	32	49	1879	2571	2868	1225	1873	2884	6401	2385	45	538	1192	770	282	2293	6001	2933
win.368	1390	390	117	1283	4480	253	1980	450	104	872	354	2451	248	1744	316	2001	298	102	2596	9470	1399	2985	5	93	879	3151	31	49	1988	2598	3070	1258	1938	2914	7174	2402	46	542	1262	770	293	2313	6223	2903
win.369	1377	390	117	1283	4434	254	1982	450	100	872	367	2421	240	1759	316	2001	298	102	2525	6506	1407	2959	5	93	872	3151	33	49	1927	2500	3014	1221	1970	2916	7422	2407	46	536	1285	754	290	2318	6279	2902
win.370	1276	391	102	1283	3249	252	1994	450	95	872	320	1146	228	942	316	2001	300	103	1820	4190	1413	2789	4	91	868	3208	33	46	1869	2485	2892	1187	1964	2904	7001	2438	51	555	1228	767	285	2328	6157	2910
win.371	1312	391	111	1643	3580	251	1996	450	97	872	366	628	228	967	316	2001	300	103	2087	5307	1427	2881	5	93	898	3171	34	49	1961	2551	3062	1227	2016	2930	7725	2480	51	555	1256	787	291	2430	6336	2912
