	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
12347	chr1	204406002	204406051	PPP1R15B	0	-	204406002	204406051	0	1	49	0	-1.40008768325237	0.00376524218573293
12348	chr1	204410126	204410175	PPP1R15B	0	-	204410126	204410175	0	1	49	0	1.49450794575609	0.00143629286919933
12349	chr19	45145626	45145675	PPP1R37	0	+	45145626	45145675	0	1	49	0	4.71849887129509	0.00245918205619633
12350	chr20	59939159	59939208	PPP1R3D	0	-	59939159	59939208	0	1	49	0	2.28264232857804	0.00161793358077511
12351	chr20	59939307	59939356	PPP1R3D	0	-	59939307	59939356	0	1	49	0	-0.795304898313248	0.00187383647979633
12352	chr14	23301349	23301398	PPP1R3E	0	-	23301349	23301398	0	1	49	0	1.00616775614611	0.000548466282217941
PPP1R9B,3831	chr17	50150221	50150319	PPP1R9B	0	-	50150221	50150319	0	1	98	0	-3.66697461872589	2.25132095381785e-06
12353	chr10	131911855	131911904	PPP2R2D	0	+	131911855	131911904	0	1	49	0	-0.875010126935406	0.000921484325611565
12354	chr10	131955742	131955791	PPP2R2D	0	+	131955742	131955791	0	1	49	0	-0.726197115232498	0.000237987261220929
12355	chr10	131956141	131956190	PPP2R2D	0	+	131956141	131956190	0	1	49	0	1.05107134389911	0.00186203909310612
12356	chr18	9547391	9547440	PPP4R1	0	-	9547391	9547440	0	1	49	0	-0.826437696391781	0.00136170430181581
12357	chr18	9547641	9547690	PPP4R1	0	-	9547641	9547690	0	1	49	0	-5.6131281063787	0.000129354598268461
12358	chr18	9563016	9563396	PPP4R1	0	-	9563016	9563396	0	2	31,19	0,362	0.669944283480282	0.00255477905641721
12359	chr3	73064923	73064972	PPP4R2	0	+	73064923	73064972	0	1	49	0	2.80914631797359	0.000131093261997672
12360	chr3	73065665	73065714	PPP4R2	0	+	73065665	73065714	0	1	49	0	-2.11740230391906	8.30153966269176e-06
12361	chr11	68613143	68613192	PPP6R3	0	+	68613143	68613192	0	1	49	0	1.8623770364451	0.00228493555459874
12362	chr10	102139578	102139627	PPRC1	0	+	102139578	102139627	0	1	49	0	-0.845240246492522	0.000681259592926309
12363	chr10	102140076	102140125	PPRC1	0	+	102140076	102140125	0	1	49	0	2.00175859054484	2.5977430221924e-05
12364	chr18	79903318	79903367	PQLC1	0	-	79903318	79903367	0	1	49	0	0.70039358908071	0.00108481040383823
12365	chr18	79903467	79903516	PQLC1	0	-	79903467	79903516	0	1	49	0	0.758672799006742	0.00203216803517014
12366	chr18	79903667	79903716	PQLC1	0	-	79903667	79903716	0	1	49	0	1.56738967619153	0.00258670525554916
12367	chr19	8498496	8498545	PRAM1	0	-	8498496	8498545	0	1	49	0	0.858271115167716	0.000413162404811151
12368	chr19	8498594	8498643	PRAM1	0	-	8498594	8498643	0	1	49	0	3.97029191355212	0.00293083381776538
12369	chr21	41801366	41801415	PRDM15	0	-	41801366	41801415	0	1	49	0	-1.43820222072191	0.00111383717638658
12370	chr1	13781421	13781470	PRDM2	0	+	13781421	13781470	0	1	49	0	0.83719480184624	0.000928763658956777
12371	chr1	13782519	13782568	PRDM2	0	+	13782519	13782568	0	1	49	0	-6.64378973313831	0.000212741657409698
12372	chr1	13786751	13786800	PRDM2	0	+	13786751	13786800	0	1	49	0	1.93812800861325	0.000527958682498775
12373	chr1	13786851	13786900	PRDM2	0	+	13786851	13786900	0	1	49	0	-1.22930948005677	0.00324138544036345
12374	chr2	27130805	27130854	PREB	0	-	27130805	27130854	0	1	49	0	-5.08759633522302	0.00167382385879955
12375	chrX	49175700	49175749	PRICKLE3	0	-	49175700	49175749	0	1	49	0	-1.56454259252621	0.000209123927788712
12376	chrX	49175949	49175998	PRICKLE3	0	-	49175949	49175998	0	1	49	0	3.73766961828337	0.00441662419943234
12377	chr17	66804466	66804515	PRKCA	0	+	66804466	66804515	0	1	49	0	-1.2163953243245	0.00178653827512665
12378	chr8	47774304	47774353	PRKDC	0	-	47774304	47774353	0	1	49	0	0.558490295428261	0.00200785751756238
12379	chr7	102425097	102425146	PRKRIP1	0	+	102425097	102425146	0	1	49	0	4.557379521632	0.00470749042515728
12380	chr7	102426286	102426335	PRKRIP1	0	+	102426286	102426335	0	1	49	0	4.36944785246702	0.0045265252859168
12381	chr11	76350205	76350254	PRKRIR	0	-	76350205	76350254	0	1	49	0	-0.861355599877436	0.000623194433463259
12382	chr11	76350947	76350996	PRKRIR	0	-	76350947	76350996	0	1	49	0	-0.731298946524322	0.00239730116947845
12383	chr11	76352037	76352086	PRKRIR	0	-	76352037	76352086	0	1	49	0	-1.8686575202207	0.00146413488064645
12384	chrX	3607684	3607733	PRKX	0	-	3607684	3607733	0	1	49	0	-4.3174881135367	0.000434776899165934
12385	chr20	4699563	4699612	PRNP	0	+	4699563	4699612	0	1	49	0	1.36633361855736	0.00173192324711569
12386	chr20	4700057	4700106	PRNP	0	+	4700057	4700106	0	1	49	0	3.85014760171005	0.00362476187393324
12387	chr13	39011356	39011405	PROSER1	0	-	39011356	39011405	0	1	49	0	-1.7047480922383	0.00139907434273046
12388	chr10	11870039	11870088	PROSER2	0	+	11870039	11870088	0	1	49	0	-1.52575007167517	0.000592212277487625
12389	chr1	52417875	52417924	PRPF38A	0	+	52417875	52417924	0	1	49	0	-4.69592454909553	0.00160948629676272
12390	chr6	4021435	4031576	PRPF4B	0	+	4021435	4031576	0	2	32,18	0,10124	-3.56953269549123	0.0028344380293247
12391	chr19	49596334	49596383	PRR12	0	+	49596334	49596383	0	1	49	0	-2.29769510767453	0.000739428554447641
12392	chr19	49599890	49601491	PRR12	0	+	49599890	49601491	0	2	49,1	0,1601	-5.71042701736551	4.11131836650646e-05
12393	chr22	31685290	31685339	PRR14L	0	-	31685290	31685339	0	1	49	0	2.86220088126176	0.00231275680568988
12394	chr22	31714389	31714438	PRR14L	0	-	31714389	31714438	0	1	49	0	1.09704795514609	4.98113257856314e-05
12395	chr22	31716285	31716334	PRR14L	0	-	31716285	31716334	0	1	49	0	1.30625165344302	0.00466144342977393
12396	chr22	31716535	31716584	PRR14L	0	-	31716535	31716584	0	1	49	0	-4.00125413863634	0.00404772212617321
12397	chr9	131475413	131475462	PRRC2B	0	+	131475413	131475462	0	1	49	0	0.982027165318353	0.000217604397150795
12398	chr9	131475612	131475661	PRRC2B	0	+	131475612	131475661	0	1	49	0	5.78382518232036	1.84729022856267e-07
12399	chr1	171535442	171535491	PRRC2C	0	+	171535442	171535491	0	1	49	0	1.57059807911778	0.00260237814326003
12400	chr1	171540801	171540850	PRRC2C	0	+	171540801	171540850	0	1	49	0	0.921376925376283	0.000387448129080203
PRRC2C,3769	chr1	171540951	171541050	PRRC2C	0	+	171540951	171541050	0	1	99	0	-1.33294838041462	3.37399168609965e-05
12401	chr1	171541600	171541649	PRRC2C	0	+	171541600	171541649	0	1	49	0	0.729048139671122	0.00119142866836763
12402	chrX	37453451	37453500	PRRG1	0	+	37453451	37453500	0	1	49	0	1.04239460866991	0.00455123489287168
12403	chr7	128350674	128350723	PRRT4	0	-	128350674	128350723	0	1	49	0	5.42934562895444	0.000684775910149816
12404	chr7	128351024	128351073	PRRT4	0	-	128351024	128351073	0	1	49	0	0.960651252608428	0.00364776666656097
12405	chr7	128351423	128351472	PRRT4	0	-	128351423	128351472	0	1	49	0	-1.61282201041834	0.000230473220748761
12406	chr7	128359507	128359556	PRRT4	0	-	128359507	128359556	0	1	49	0	0.716783621396449	0.00231357011225208
12407	chr9	78329407	78329456	PSAT1	0	+	78329407	78329456	0	1	49	0	1.74365089090802	6.64834190720053e-05
12408	chr2	113201854	113201903	PSD4	0	+	113201854	113201903	0	1	49	0	-1.155277692673	0.00316054831799439
12409	chr17	32479369	32480151	PSMD11	0	+	32479369	32480151	0	3	8,36,6	0,482,777	-0.541374623127476	0.00205224551369554
12410	chr17	67340653	67340702	PSMD12	0	-	67340653	67340702	0	1	49	0	-4.46973221509299	0.00175055699419857
12411	chr1	151267281	151267330	PSMD4	0	+	151267281	151267330	0	1	49	0	0.816136624406914	0.000406680045115571
12412	chr1	28149706	28149755	PTAFR	0	-	28149706	28149755	0	1	49	0	-0.715909597728635	0.00271719568153717
12413	chr9	69718428	69718477	PTAR1	0	-	69718428	69718477	0	1	49	0	-0.84911604270537	0.000495422913965982
12414	chr19	810936	810985	PTBP1	0	+	810936	810985	0	1	49	0	1.40893683786965	0.000108237078268347
12415	chr19	811284	811333	PTBP1	0	+	811284	811333	0	1	49	0	1.56031711509915	0.000737426422850907
12416	chr7	99425317	99425366	PTCD1	0	-	99425317	99425366	0	1	49	0	5.01727983681493	0.00144439799823359
12417	chr7	99434871	99434920	PTCD1	0	-	99434871	99434920	0	1	49	0	2.46650928464361	0.000140601737442125
12418	chr9	95446951	95447000	PTCH1	0	-	95446951	95447000	0	1	49	0	5.42934562895443	0.000684775910149816
12419	chr10	87965360	87965409	PTEN	0	+	87965360	87965409	0	1	49	0	-1.32362325415711	0.00011661666191054
12420	chr9	33675438	33675487	PTENP1	0	-	33675438	33675487	0	1	49	0	-4.51906748594454	0.00110645665246711
12421	chr10	16484760	16484809	PTER	0	+	16484760	16484809	0	1	49	0	4.47733681447821	0.0037540103519369
12422	chr14	52315239	52315288	PTGER2	0	+	52315239	52315288	0	1	49	0	6.03068526032528	6.64914415304806e-07
12423	chr14	52327465	52327514	PTGER2	0	+	52327465	52327514	0	1	49	0	2.63765578768925	0.000209882525130101
12424	chr5	40691855	40691904	PTGER4	0	+	40691855	40691904	0	1	49	0	2.08442908319091	0.000592013963766736
PTGER4,1659	chr5	40691954	40692052	PTGER4	0	+	40691954	40692052	0	1	98	0	1.29182517373617	7.16218868179811e-05
12425	chr9	111594236	111597334	PTGR1	0	-	111594236	111597334	0	2	32,18	0,3081	5.03695260240427	6.82034428933776e-08
12426	chr7	77627215	77627264	PTPN12	0	+	77627215	77627264	0	1	49	0	-2.37311524379988	0.000127112246197658
12427	chr2	130373476	130373525	PTPN18	0	+	130373476	130373525	0	1	49	0	0.606532707723174	0.00434386008240706
12428	chr1	202148400	202148449	PTPN7	0	-	202148400	202148449	0	1	49	0	-0.582022960185596	0.000685173382684589
12429	chr11	67436081	67436130	PTPRCAP	0	-	67436081	67436130	0	1	49	0	-0.841063426228775	0.00293655959764261
12430	chr17	59697849	59697898	PTRH2	0	-	59697849	59697898	0	1	49	0	2.76668900011259	0.00363254556107384
12431	chr17	59699283	59699332	PTRH2	0	-	59699283	59699332	0	1	49	0	3.76120011553254	4.34169955654262e-07
12432	chr21	44850279	44850328	PTTG1IP	0	-	44850279	44850328	0	1	49	0	-1.50799129609741	5.51295358747206e-05
12433	chr16	1486037	1486086	PTX4	0	-	1486037	1486086	0	1	49	0	-0.50093585126081	0.00215724332802003
12434	chr1	31005938	31005987	PUM1	0	-	31005938	31005987	0	1	49	0	5.61312810638807	0.000488982506430147
12435	chr2	20250090	20250139	PUM2	0	-	20250090	20250139	0	1	49	0	1.79867991207263	6.38713873292174e-05
12436	chr5	140116820	140116869	PURA	0	+	140116820	140116869	0	1	49	0	5.59098698051086	0.00050928506853809
12437	chr7	44884287	44884336	PURB	0	-	44884287	44884336	0	1	49	0	0.759237292388937	0.00125798172155644
12438	chr12	131943564	131943613	PUS1	0	+	131943564	131943613	0	1	49	0	-0.980829253011726	0.000474284637673627
12439	chr11	125893684	125893733	PUS3	0	-	125893684	125893733	0	1	49	0	-2.26911993669751	7.32691115779005e-06
12440	chr12	43754800	43754849	PUS7L	0	-	43754800	43754849	0	1	49	0	-1.48318890882921	0.00274142586140513
12441	chr19	44662014	44662063	PVR	0	+	44662014	44662063	0	1	49	0	0.918193682020241	0.00115959079162642
12442	chr10	132405310	132405359	PWWP2B	0	+	132405310	132405359	0	1	49	0	-3.64442769154304	0.00200610115200772
12443	chr6	163571064	163571113	QKI	0	+	163571064	163571113	0	1	49	0	-4.83628190694211	0.00052314147291288
12444	chr3	49030154	49030203	QRICH1	0	-	49030154	49030203	0	1	49	0	4.06044301054642	0.0024965721703174
12445	chr3	49057006	49057055	QRICH1	0	-	49057006	49057055	0	1	49	0	1.04019304981625	0.00126043250188235
12446	chr17	76307482	76307531	QRICH2	0	-	76307482	76307531	0	1	49	0	1.72773761046314	0.00467298150660977
12447	chr9	136209172	136209221	QSOX2	0	-	136209172	136209221	0	1	49	0	-0.841200280519086	0.00288934950044617
12448	chr9	136215209	136215258	QSOX2	0	-	136215209	136215258	0	1	49	0	-5.95842469302042	0.000469846054994449
12449	chr2	135724123	135724172	R3HDM1	0	+	135724123	135724172	0	1	49	0	4.26267987704131	0.00173744020533895
12450	chr19	8403989	8404038	RAB11B	0	+	8403989	8404038	0	1	49	0	3.91866754615811	0.000846143883467598
12451	chr8	37860041	37860090	RAB11FIP1	0	-	37860041	37860090	0	1	49	0	1.79175946922846	1.04165342855733e-05
12452	chr8	37862427	37862476	RAB11FIP1	0	-	37862427	37862476	0	1	49	0	4.55387689160054	0.00328463648875865
12453	chr10	118039087	118039136	RAB11FIP2	0	-	118039087	118039136	0	1	49	0	-0.506155835426631	0.00342385230059472
12454	chr10	118039335	118039384	RAB11FIP2	0	-	118039335	118039384	0	1	49	0	0.580474018055832	0.00280691080590967
RAB35,2022	chr12	120097092	120097190	RAB35	0	-	120097092	120097190	0	1	98	0	-1.37402426852808	2.86530475138815e-07
RAB3GAP1,3018	chr2	135168765	135168864	RAB3GAP1	0	+	135168765	135168864	0	1	99	0	-1.43458837051825	2.74303310824678e-06
12455	chr17	82657555	82657604	RAB40B	0	-	82657555	82657604	0	1	49	0	-1.97445633096167	4.34230060967211e-05
12456	chr6	36721552	36721601	RAB44	0	+	36721552	36721601	0	1	49	0	-1.45780344413459	0.00172557267484008
12457	chr6	36721901	36721950	RAB44	0	+	36721901	36721950	0	1	49	0	-0.622867371311848	0.00180107383527073
12458	chr6	36725925	36727607	RAB44	0	+	36725925	36727607	0	2	19,31	0,1652	-4.73619844838513	0.000350103814443559
12459	chr6	36732437	36732486	RAB44	0	+	36732437	36732486	0	1	49	0	-2.08453061118731	0.000280186659660675
12460	chr19	40801174	40801223	RAB4B-EGLN2	0	+	40801174	40801223	0	1	49	0	0.783604290715197	0.00405356380309263
12461	chr3	19983884	19983933	RAB5A	0	+	19983884	19983933	0	1	49	0	4.18965474201706	1.24191461592371e-06
12462	chr15	63263596	63263645	RAB8B	0	+	63263596	63263645	0	1	49	0	-0.634878272423514	0.00184588725250301
12463	chr9	123103119	123103168	RABGAP1	0	+	123103119	123103168	0	1	49	0	5.01063529409625	0.0014616982029978
12464	chr1	174990013	174990062	RABGAP1L	0	+	174990013	174990062	0	1	49	0	5.15905529921453	0.00111895948110052
12465	chr3	51662854	51662903	RAD54L2	0	+	51662854	51662903	0	1	49	0	0.79850769621777	0.00250412907162889
12466	chr3	12583948	12583997	RAF1	0	-	12583948	12583997	0	1	49	0	0.917209146143519	0.000434844821344815
12467	chr17	17793723	17793772	RAI1	0	+	17793723	17793772	0	1	49	0	6.15273269469474	9.86674661973552e-08
12468	chr18	9524612	9524661	RALBP1	0	+	9524612	9524661	0	1	49	0	0.757284980393817	0.0034332079675381
12469	chr14	35627751	35627800	RALGAPA1	0	-	35627751	35627800	0	1	49	0	-0.570830858755826	0.000718797315546804
12470	chr20	20390077	20390126	RALGAPA2	0	-	20390077	20390126	0	1	49	0	-2.18323833490231	0.003796160493162
12471	chr20	20393219	20396709	RALGAPA2	0	-	20393219	20396709	0	2	35,15	0,3476	-1.45083288225746	0.000439589187983147
12472	chr9	133098667	133098716	RALGDS	0	-	133098667	133098716	0	1	49	0	2.14131694539524	0.000509268078919489
12473	chr1	178916599	178916648	RALGPS2	0	+	178916599	178916648	0	1	49	0	-0.995217990463826	0.000503134944470962
12474	chr2	108764002	108764051	RANBP2	0	+	108764002	108764051	0	1	49	0	2.1033470628217	0.00433303652846217
RANBP2,4958	chr2	108765347	108765446	RANBP2	0	+	108765347	108765446	0	1	99	0	1.58892826836555	2.11790884630062e-05
12475	chr2	108766494	108766543	RANBP2	0	+	108766494	108766543	0	1	49	0	-1.27214342004503	0.000181723336956541
12476	chr2	108782587	108782636	RANBP2	0	+	108782587	108782636	0	1	49	0	-4.04305126782518	0.000282487151945898
12477	chr19	5917341	5917390	RANBP3	0	-	5917341	5917390	0	1	49	0	-3.02852209585723	0.00101193173296621
12478	chr9	6015094	6015143	RANBP6	0	-	6015094	6015143	0	1	49	0	5.48479693349065	0.000618755221099776
12479	chr3	153163008	153163057	RAP2B	0	+	153163008	153163057	0	1	49	0	-0.699424665080409	0.000374562792336608
12480	chr3	153163556	153163605	RAP2B	0	+	153163556	153163605	0	1	49	0	-2.25129179860649	0.00216215568592304
12481	chr9	131626050	131626099	RAPGEF1	0	-	131626050	131626099	0	1	49	0	2.47037854922519	0.000343427336605528
12482	chr4	159353800	159353849	RAPGEF2	0	+	159353800	159353849	0	1	49	0	-1.71102895631384	0.000138626126584995
12483	chr5	131455932	131455981	RAPGEF6	0	-	131455932	131455981	0	1	49	0	5.27811465923052	0.00090191161823816
12484	chr5	87391135	87391184	RASA1	0	+	87391135	87391184	0	1	49	0	3.62877552952448	0.000448581779006973
12485	chr20	4780423	4780472	RASSF2	0	-	4780423	4780472	0	1	49	0	-3.11794990478485	0.00206813608150214
12486	chr20	4781723	4781772	RASSF2	0	-	4781723	4781772	0	1	49	0	-0.725937003382937	0.00172899282011718
12487	chr20	4782623	4782672	RASSF2	0	-	4782623	4782672	0	1	49	0	0.702123169017057	0.000294549954379608
12488	chr20	4782922	4782971	RASSF2	0	-	4782922	4782971	0	1	49	0	0.722516815321358	0.000899563258238367
12489	chr1	206586954	206587003	RASSF5	0	+	206586954	206587003	0	1	49	0	0.71618484861826	0.000710600153645991
12490	chr19	10328781	10328830	RAVER1	0	-	10328781	10328830	0	1	49	0	4.7184988712951	0.00245918205619644
12491	chr8	52657352	52657401	RB1CC1	0	-	52657352	52657401	0	1	49	0	1.28181529108989	0.00339640316070811
12492	chr7	5067652	5067701	RBAK	0	+	5067652	5067701	0	1	49	0	4.47733681447821	0.00375401035193668
12493	chr16	24569058	24569107	RBBP6	0	+	24569058	24569107	0	1	49	0	-0.910391009746966	0.00336915986130226
12494	chr16	24569207	24569256	RBBP6	0	+	24569207	24569256	0	1	49	0	-0.998791953385898	0.00122673543909069
12495	chr16	24571024	24571073	RBBP6	0	+	24571024	24571073	0	1	49	0	4.61759270499651	0.00174464800417828
12496	chr16	24572068	24572117	RBBP6	0	+	24572068	24572117	0	1	49	0	0.559968459425586	0.00129127498180037
12497	chr18	22993336	22993385	RBBP8	0	+	22993336	22993385	0	1	49	0	-0.747988096262257	0.000446095808598002
12498	chr20	35653442	35653491	RBM12	0	-	35653442	35653491	0	1	49	0	2.10842907855309	0.00437548548399347
12499	chr20	35654237	35654286	RBM12	0	-	35654237	35654286	0	1	49	0	-0.877036545357298	0.00266229284325914
12500	chr8	93733928	93733977	RBM12B	0	-	93733928	93733977	0	1	49	0	-1.595049174982	0.000576211319203601
12501	chr8	93734572	93734621	RBM12B	0	-	93734572	93734621	0	1	49	0	-0.573163232192731	0.00117606410276661
12502	chr11	66624680	66624729	RBM14	0	+	66624680	66624729	0	1	49	0	1.6427238899849	0.00412232603617035
12503	chr11	66643756	66643805	RBM14-RBM4	0	+	66643756	66643805	0	1	49	0	-0.761876512705352	0.000881731488587944
12504	chr3	51392416	51392465	RBM15B	0	+	51392416	51392465	0	1	49	0	-1.86526193122748	0.00313765186248971
12505	chr3	51394312	51394361	RBM15B	0	+	51394312	51394361	0	1	49	0	-2.41718847573304	0.00174760765127635
12506	chr3	51394412	51394461	RBM15B	0	+	51394412	51394461	0	1	49	0	1.57350590320818	0.00187823350464067
12507	chr12	113823003	113823052	RBM19	0	-	113823003	113823052	0	1	49	0	0.837146551405092	0.000384399551066838
12508	chr7	155745299	155745348	RBM33	0	+	155745299	155745348	0	1	49	0	-1.13256388914139	0.00451194558108325
12509	chr1	235131972	235135675	RBM34	0	-	235131972	235135675	0	2	26,24	0,3680	0.951558870711565	0.00422172733336268
12510	chr20	57407791	57407840	RBM38	0	+	57407791	57407840	0	1	49	0	-2.49155119258525	0.0016376139819283
12511	chr11	66640061	66640110	RBM4	0	+	66640061	66640110	0	1	49	0	1.27188400994228	0.00434440743307141
12512	chr11	66669176	66669225	RBM4B	0	-	66669176	66669225	0	1	49	0	0.931935349021672	0.00168701086457146
12513	chr1	145925872	145925921	RBM8A	0	-	145925872	145925921	0	1	49	0	-1.75576586657945	0.00094464662905469
12514	chr1	145926084	145926133	RBM8A	0	-	145926084	145926133	0	1	49	0	-2.04418884912316	0.000621972034774543
12515	chr1	88983396	88983445	RBMXL1	0	-	88983396	88983445	0	1	49	0	1.11671233031173	0.0010612649143299
12516	chr3	15073965	15074014	RBSN	0	-	15073965	15074014	0	1	49	0	0.636502826259265	0.000386039770311819
12517	chr1	17408886	17408935	RCC2	0	-	17408886	17408935	0	1	49	0	-0.573542097633616	0.000627135838802695
RCL1,1543	chr9	4860293	4860391	RCL1	0	+	4860293	4860391	0	1	98	0	-1.23603746395544	5.13042834773776e-06
12518	chr14	102726756	102726805	RCOR1	0	+	102726756	102726805	0	1	49	0	1.49466239784172	0.00130175878746919
12519	chr14	67677245	67677294	RDH11	0	-	67677245	67677294	0	1	49	0	3.51154543883102	0.000715161391621755
12520	chr2	18555173	18555222	RDH14	0	-	18555173	18555222	0	1	49	0	-1.15652320461295	0.00103220792728831
12521	chr11	110230782	110230831	RDX	0	-	110230782	110230831	0	1	49	0	5.62040086571715	0.000482476431847734
12522	chr17	75662562	75662611	RECQL5	0	-	75662562	75662611	0	1	49	0	1.0180734261841	0.00140200818497405
12523	chr19	1497631	1497680	REEP6	0	+	1497631	1497680	0	1	49	0	6.00141487796115	0.000238458932788399
12524	chr2	60922723	60922772	REL	0	+	60922723	60922772	0	1	49	0	2.3828799756865	0.00112530705776936
12525	chr7	150371778	150371827	REPIN1	0	+	150371778	150371827	0	1	49	0	-2.89037175789595	0.00168341438911179
12526	chr7	150371926	150371975	REPIN1	0	+	150371926	150371975	0	1	49	0	-0.839488840376716	0.00202114321657054
12527	chr7	150372172	150372221	REPIN1	0	+	150372172	150372221	0	1	49	0	4.66579480761408	0.00067367435922483
12528	chr7	150372418	150372467	REPIN1	0	+	150372418	150372467	0	1	49	0	5.86363117558874	1.26302680314439e-07
12529	chr7	150372566	150372615	REPIN1	0	+	150372566	150372615	0	1	49	0	5.53338948872752	0.000566066881525717
12530	chr1	2402341	2403082	RER1	0	+	2402341	2403082	0	2	2,48	0,694	-5.48063892333263	0.000204187122553434
12531	chr1	8355045	8355094	RERE	0	-	8355045	8355094	0	1	49	0	2.20791986640536	3.45067053453274e-05
12532	chr1	8356241	8358239	RERE	0	-	8356241	8358239	0	2	6,44	0,1955	1.16656295057662	0.00159111143214374
12533	chr1	8359884	8359933	RERE	0	-	8359884	8359933	0	1	49	0	2.25457587380301	0.00013649694447071
12534	chr4	56930325	56930374	REST	0	+	56930325	56930374	0	1	49	0	0.774868022542004	0.000303178529719394
12535	chr2	99435922	99438630	REV1	0	-	99435922	99438630	0	2	20,30	0,2679	-2.63905732961526	0.00026643589428732
12536	chr6	111373463	111373512	REV3L	0	-	111373463	111373512	0	1	49	0	2.48759121516441	0.00143841240214171
12537	chr19	1827091	1827140	REXO1	0	-	1827091	1827140	0	1	49	0	1.66053701322854	0.00420564479174845
12538	chr19	1828237	1828286	REXO1	0	-	1828237	1828286	0	1	49	0	0.964369911299808	0.000814857971047856
12539	chr17	35021661	35021710	RFFL	0	-	35021661	35021710	0	1	49	0	-0.917418445556614	0.000104035764500909
12540	chr16	74637959	74644399	RFWD3	0	-	74637959	74644399	0	2	12,38	0,6403	5.54126354515843	0.000557951804894819
12541	chr16	74651946	74651995	RFWD3	0	-	74651946	74651995	0	1	49	0	1.46325540225602	0.00132940291796935
12542	chr16	74661102	74661151	RFWD3	0	-	74661102	74661151	0	1	49	0	0.624154309072995	0.00373815325812832
12543	chr15	56093881	56093930	RFX7	0	-	56093881	56093930	0	1	49	0	-1.16031507762532	0.000102635467722601
12544	chr15	56094280	56094329	RFX7	0	-	56094280	56094329	0	1	49	0	1.22866541691647	0.00370349693123706
12545	chr13	36819549	36819598	RFXAP	0	+	36819549	36819598	0	1	49	0	1.44063284239454	0.000484776703387757
12546	chr2	106423694	106423743	RGPD3	0	-	106423694	106423743	0	1	49	0	-5.62401750617797	0.000243992382165437
12547	chr2	107871011	107871060	RGPD4	0	+	107871011	107871060	0	1	49	0	-0.876996621540808	0.000262968461663293
12548	chr2	107872206	107872255	RGPD4	0	+	107872206	107872255	0	1	49	0	-5.60580206628663	0.000209663033799879
12549	chr10	119500167	119500216	RGS10	0	-	119500167	119500216	0	1	49	0	0.958850346292862	0.0008581139993874
12550	chr1	182600062	182600111	RGS16	0	-	182600062	182600111	0	1	49	0	1.27490973085868	0.000364006465526368
12551	chr17	76471782	76471831	RHBDF2	0	-	76471782	76471831	0	1	49	0	4.64918707140486	0.000860953950703513
12552	chr10	60888330	60888379	RHOBTB1	0	-	60888330	60888379	0	1	49	0	1.79545633112888	0.00427774211967213
12553	chr8	23017660	23017709	RHOBTB2	0	+	23017660	23017709	0	1	49	0	3.96081316959758	0.000228590064695
12554	chr8	23018456	23018505	RHOBTB2	0	+	23018456	23018505	0	1	49	0	1.08388448195787	0.00139963214718486
12555	chr8	23018804	23018853	RHOBTB2	0	+	23018804	23018853	0	1	49	0	4.53796143613527	5.19383477337599e-06
12556	chr5	38949994	38950043	RICTOR	0	-	38949994	38950043	0	1	49	0	-5.39362754634299	0.000373896625932568
12557	chr2	151463626	151463675	RIF1	0	+	151463626	151463675	0	1	49	0	-1.70424009122411	0.00295386361367667
12558	chr2	151464425	151464474	RIF1	0	+	151464425	151464474	0	1	49	0	0.893580487297421	0.000170529797700825
12559	chr2	151465822	151465871	RIF1	0	+	151465822	151465871	0	1	49	0	1.37887042204861	0.000671054585246411
12560	chr14	92688540	92688589	RIN3	0	+	92688540	92688589	0	1	49	0	-1.07361098646269	0.0024427635232892
12561	chr5	97167778	97167827	RIOK2	0	-	97167778	97167827	0	1	49	0	-3.93182563271496	0.000558708336642399
12562	chr6	3105912	3105961	RIPK1	0	+	3105912	3105961	0	1	49	0	-1.97285478429877	3.38321829942423e-05
12563	chr1	40236222	40236271	RLF	0	+	40236222	40236271	0	1	49	0	1.54817022675355	5.11359355078733e-05
12564	chr1	40236522	40236571	RLF	0	+	40236522	40236571	0	1	49	0	4.79579054559836	2.12389234456323e-05
12565	chrX	74595869	74595918	RLIM	0	-	74595869	74595918	0	1	49	0	-1.60517351364752	0.00231309903066934
12566	chr9	84002376	84002425	RMI1	0	+	84002376	84002425	0	1	49	0	-1.20826820164543	0.00327755725341772
12567	chr6	151445454	151445503	RMND1	0	-	151445454	151445503	0	1	49	0	-1.26436851461568	0.0016516456597715
12568	chr14	20956044	20956093	RNASE2	0	+	20956044	20956093	0	1	49	0	0.548874407928117	0.00381160936585156
12569	chr14	20956190	20956239	RNASE2	0	+	20956190	20956239	0	1	49	0	0.908353015641211	0.000637256523851382
12570	chr14	20956288	20956337	RNASE2	0	+	20956288	20956337	0	1	49	0	2.69988689030782	0.000881413816707144
12571	chr1	182586465	182586514	RNASEL	0	-	182586465	182586514	0	1	49	0	5.8406416573734	0.000321350611918736
12572	chr1	182586715	182586764	RNASEL	0	-	182586715	182586764	0	1	49	0	-1.5142426685527	0.00233538543540857
12573	chr15	59030986	59031035	RNF111	0	+	59030986	59031035	0	1	49	0	-6.17586727009639	2.06539878093715e-05
12574	chr5	179980178	180013087	RNF130	0	-	179980178	180013087	0	2	23,27	0,32883	1.01160091167848	0.00121382912917056
